request_id,subject,path,action
941,svc-epsilon-0,/teams/beta/unit-108/child/deep,write
942,svc-gamma-1,/teams/gamma/unit-58/file-0,read
943,svc-beta-11,/teams/delta/unit-3/file-1,list
944,svc-beta-2,/teams/epsilon/unit-103/file-8,write
945,svc-alpha-6,/teams/alpha/unit-69/file-3,read
946,svc-alpha-19,/teams/alpha/unit-93/file-7,write
947,svc-beta-18,/teams/delta/unit-87/file-3,read
948,svc-delta-19,/teams/delta/unit-111/file-5,read
949,svc-gamma-7,/teams/delta/unit-174/child/deep,write
950,svc-gamma-9,/teams/beta/unit-156/child/deep,read
951,svc-beta-1,/teams/delta/unit-122/file-0,read
952,svc-beta-13,/teams/alpha/unit-189/file-7,list
953,svc-epsilon-16,/teams/beta/unit-45/file-0,read
954,svc-gamma-17,/teams/alpha/unit-40/file-3,list
955,svc-alpha-5,/teams/alpha/unit-26/file-4,list
956,svc-gamma-14,/teams/epsilon/unit-144/child/deep,list
957,svc-epsilon-18,/teams/alpha/unit-99/file-8,write
958,svc-epsilon-7,/teams/gamma/unit-65/file-2,read
959,svc-epsilon-13,/teams/gamma/unit-194/file-4,read
960,svc-epsilon-8,/teams/gamma/unit-198/child/deep,read
961,svc-delta-11,/teams/gamma/unit-15/file-6,write
962,svc-alpha-0,/teams/epsilon/unit-1/file-7,write
963,svc-epsilon-16,/teams/epsilon/unit-157/file-4,write
964,svc-delta-16,/teams/epsilon/unit-125/file-3,write
965,svc-gamma-12,/teams/epsilon/unit-12/child/deep,read
966,svc-delta-6,/teams/gamma/unit-180/child/deep,list
967,svc-gamma-18,/teams/epsilon/unit-46/file-1,list
968,svc-gamma-0,/teams/beta/unit-71/file-1,read
969,svc-delta-19,/teams/delta/unit-74/file-5,write
970,svc-gamma-6,/teams/beta/unit-189/file-6,list
971,svc-delta-1,/teams/alpha/unit-105/file-2,write
972,svc-epsilon-19,/teams/epsilon/unit-100/file-1,list
973,svc-gamma-19,/teams/gamma/unit-27/file-8,list
974,svc-alpha-14,/teams/delta/unit-39/file-2,list
975,svc-beta-8,/teams/gamma/unit-185/file-5,list
976,svc-beta-8,/teams/alpha/unit-164/file-0,read
977,svc-alpha-17,/teams/gamma/unit-18/child/deep,read
978,svc-gamma-0,/teams/epsilon/unit-169/file-4,read
979,svc-alpha-18,/teams/gamma/unit-91/file-7,list
980,svc-gamma-4,/teams/beta/unit-9/file-2,list
981,svc-alpha-18,/teams/alpha/unit-176/file-7,write
982,svc-beta-2,/teams/delta/unit-183/file-7,write
983,svc-alpha-16,/teams/alpha/unit-55/file-6,list
984,svc-gamma-17,/teams/beta/unit-167/file-6,write
985,svc-gamma-18,/teams/beta/unit-60/child/deep,read
986,svc-epsilon-15,/teams/beta/unit-190/file-8,write
987,svc-delta-3,/teams/alpha/unit-142/file-3,write
988,svc-beta-16,/teams/alpha/unit-59/file-0,write
989,svc-alpha-2,/teams/beta/unit-11/file-2,write
990,svc-gamma-5,/teams/delta/unit-54/child/deep,read
991,svc-epsilon-8,/teams/beta/unit-29/file-8,list
992,svc-epsilon-16,/teams/beta/unit-158/file-6,list
993,svc-epsilon-14,/teams/alpha/unit-170/file-5,list
994,svc-beta-6,/teams/alpha/unit-160/file-8,write
995,svc-delta-14,/teams/delta/unit-39/file-5,list
996,svc-epsilon-9,/teams/gamma/unit-155/file-4,list
997,svc-delta-3,/teams/alpha/unit-159/file-6,write
998,svc-beta-15,/teams/epsilon/unit-89/file-6,read
999,svc-epsilon-19,/teams/epsilon/unit-20/file-1,list
1000,svc-gamma-1,/teams/delta/unit-8/file-2,list
1001,svc-gamma-13,/teams/beta/unit-26/file-2,write
1002,svc-delta-9,/teams/gamma/unit-131/file-8,read
1003,svc-beta-16,/teams/beta/unit-196/file-6,read
1004,svc-delta-9,/teams/alpha/unit-137/file-3,read
1005,svc-alpha-1,/teams/alpha/unit-144/child/deep,list
1006,svc-epsilon-11,/teams/beta/unit-190/file-2,write
1007,svc-epsilon-19,/teams/epsilon/unit-195/file-6,list
1008,svc-epsilon-0,/teams/alpha/unit-82/file-6,write
1009,svc-delta-13,/teams/epsilon/unit-115/file-4,list
1010,svc-alpha-8,/teams/delta/unit-170/file-2,write
1011,svc-beta-6,/teams/delta/unit-7/file-1,list
1012,svc-beta-7,/teams/gamma/unit-142/file-8,write
1013,svc-gamma-6,/teams/gamma/unit-151/file-0,write
1014,svc-gamma-14,/teams/beta/unit-153/file-4,read
1015,svc-delta-8,/teams/epsilon/unit-133/file-4,write
1016,svc-gamma-14,/teams/delta/unit-105/file-1,list
1017,svc-gamma-2,/teams/delta/unit-89/file-5,list
1018,svc-beta-9,/teams/gamma/unit-62/file-0,read
1019,svc-delta-2,/teams/alpha/unit-28/file-6,read
1020,svc-delta-19,/teams/delta/unit-23/file-2,write
1021,svc-gamma-10,/teams/delta/unit-118/file-2,write
1022,svc-beta-8,/teams/beta/unit-170/file-5,write
1023,svc-epsilon-12,/teams/alpha/unit-83/file-2,read
1024,svc-delta-13,/teams/delta/unit-85/file-6,list
1025,svc-delta-18,/teams/delta/unit-190/file-5,write
1026,svc-beta-15,/teams/gamma/unit-5/file-7,read
1027,svc-epsilon-2,/teams/gamma/unit-120/child/deep,list
1028,svc-beta-2,/teams/alpha/unit-157/file-4,write
1029,svc-gamma-19,/teams/gamma/unit-36/child/deep,list
1030,svc-alpha-14,/teams/gamma/unit-171/file-4,read
1031,svc-epsilon-4,/teams/beta/unit-170/file-8,write
1032,svc-alpha-19,/teams/alpha/unit-115/file-7,read
1033,svc-gamma-11,/teams/epsilon/unit-159/file-6,read
1034,svc-alpha-1,/teams/delta/unit-33/file-7,list
1035,svc-alpha-17,/teams/epsilon/unit-39/file-2,read
1036,svc-epsilon-14,/teams/alpha/unit-140/file-7,write
1037,svc-gamma-3,/teams/gamma/unit-196/file-4,read
1038,svc-beta-13,/teams/beta/unit-71/file-3,write
1039,svc-beta-11,/teams/epsilon/unit-87/file-3,write
1040,svc-alpha-19,/teams/alpha/unit-40/file-8,read
1041,svc-delta-8,/teams/alpha/unit-172/file-2,read
1042,svc-delta-11,/teams/delta/unit-119/file-5,list
1043,svc-beta-16,/teams/epsilon/unit-80/file-2,write
1044,svc-epsilon-2,/teams/gamma/unit-111/file-7,write
1045,svc-alpha-5,/teams/delta/unit-20/file-7,list
1046,svc-gamma-1,/teams/epsilon/unit-44/file-1,list
1047,svc-delta-10,/teams/delta/unit-174/child/deep,list
1048,svc-epsilon-4,/teams/alpha/unit-21/file-1,read
1049,svc-gamma-6,/teams/gamma/unit-181/file-0,list
1050,svc-gamma-3,/teams/beta/unit-58/file-3,read
1051,svc-beta-15,/teams/beta/unit-47/file-4,read
1052,svc-epsilon-6,/teams/beta/unit-36/child/deep,write
1053,svc-gamma-19,/teams/gamma/unit-44/file-0,list
1054,svc-beta-3,/teams/epsilon/unit-64/file-7,list
1055,svc-beta-11,/teams/alpha/unit-71/file-3,write
1056,svc-gamma-11,/teams/beta/unit-16/file-1,list
1057,svc-alpha-19,/teams/alpha/unit-73/file-7,write
1058,svc-gamma-7,/teams/beta/unit-65/file-3,read
1059,svc-gamma-11,/teams/beta/unit-50/file-4,write
1060,svc-delta-17,/teams/epsilon/unit-32/file-5,read
1061,svc-alpha-9,/teams/epsilon/unit-65/file-4,list
1062,svc-delta-12,/teams/alpha/unit-26/file-1,write
1063,svc-gamma-19,/teams/gamma/unit-64/file-1,read
1064,svc-alpha-19,/teams/alpha/unit-168/child/deep,list
1065,svc-alpha-19,/teams/alpha/unit-97/file-5,read
1066,svc-epsilon-1,/teams/gamma/unit-78/child/deep,write
1067,svc-delta-13,/teams/gamma/unit-3/file-0,write
1068,svc-beta-16,/teams/gamma/unit-199/file-6,read
1069,svc-beta-5,/teams/delta/unit-113/file-5,read
1070,svc-alpha-11,/teams/beta/unit-89/file-1,read
1071,svc-alpha-3,/teams/delta/unit-91/file-1,write
1072,svc-alpha-19,/teams/beta/unit-187/file-2,read
1073,svc-beta-4,/teams/delta/unit-13/file-2,list
1074,svc-beta-11,/teams/beta/unit-14/file-1,list
1075,svc-alpha-8,/teams/epsilon/unit-15/file-1,list
1076,svc-alpha-7,/teams/gamma/unit-157/file-1,write
1077,svc-delta-13,/teams/gamma/unit-126/child/deep,list
1078,svc-beta-8,/teams/delta/unit-161/file-6,list
1079,svc-gamma-17,/teams/beta/unit-139/file-7,write
1080,svc-epsilon-9,/teams/epsilon/unit-46/file-0,write
1081,svc-gamma-8,/teams/epsilon/unit-190/file-2,write
1082,svc-epsilon-17,/teams/epsilon/unit-120/child/deep,list
1083,svc-beta-10,/teams/delta/unit-135/file-7,read
1084,svc-beta-12,/teams/alpha/unit-136/file-1,read
1085,svc-epsilon-2,/teams/alpha/unit-163/file-8,list
1086,svc-alpha-16,/teams/epsilon/unit-27/file-8,write
1087,svc-epsilon-3,/teams/alpha/unit-86/file-4,read
1088,svc-epsilon-18,/teams/beta/unit-157/file-5,list
1089,svc-beta-19,/teams/beta/unit-15/file-8,write
1090,svc-gamma-11,/teams/beta/unit-149/file-0,read
1091,svc-alpha-5,/teams/alpha/unit-115/file-2,read
1092,svc-beta-3,/teams/beta/unit-107/file-6,read
1093,svc-epsilon-13,/teams/beta/unit-45/file-0,list
1094,svc-gamma-14,/teams/alpha/unit-157/file-2,read
1095,svc-epsilon-19,/teams/epsilon/unit-127/file-4,read
1096,svc-epsilon-15,/teams/epsilon/unit-167/file-4,list
1097,svc-gamma-7,/teams/epsilon/unit-157/file-0,list
1098,svc-beta-11,/teams/gamma/unit-70/file-2,write
1099,svc-epsilon-16,/teams/gamma/unit-21/file-7,read
1100,svc-epsilon-0,/teams/alpha/unit-29/file-6,read
1101,svc-beta-14,/teams/gamma/unit-172/file-8,list
1102,svc-beta-5,/teams/delta/unit-77/file-5,list
1103,svc-delta-5,/teams/beta/unit-69/file-3,write
1104,svc-epsilon-19,/teams/epsilon/unit-60/child/deep,read
1105,svc-epsilon-15,/teams/alpha/unit-91/file-3,list
1106,svc-delta-3,/teams/delta/unit-196/file-4,write
1107,svc-epsilon-1,/teams/gamma/unit-50/file-5,list
1108,svc-epsilon-11,/teams/alpha/unit-182/file-8,write
1109,svc-epsilon-6,/teams/beta/unit-64/file-8,read
1110,svc-epsilon-13,/teams/beta/unit-36/child/deep,read
1111,svc-gamma-17,/teams/delta/unit-73/file-6,read
1112,svc-beta-16,/teams/delta/unit-163/file-4,write
1113,svc-alpha-8,/teams/epsilon/unit-63/file-1,read
1114,svc-epsilon-19,/teams/delta/unit-24/child/deep,list
1115,svc-alpha-15,/teams/epsilon/unit-24/child/deep,write
1116,svc-epsilon-19,/teams/epsilon/unit-159/file-1,read
1117,svc-beta-18,/teams/gamma/unit-102/child/deep,read
1118,svc-delta-3,/teams/alpha/unit-164/file-3,write
1119,svc-gamma-1,/teams/alpha/unit-68/file-5,list
1120,svc-epsilon-14,/teams/beta/unit-115/file-7,write
1121,svc-beta-14,/teams/gamma/unit-24/child/deep,write
1122,svc-alpha-10,/teams/epsilon/unit-99/file-0,write
1123,svc-alpha-14,/teams/beta/unit-24/child/deep,write
1124,svc-alpha-1,/teams/beta/unit-16/file-6,write
1125,svc-delta-19,/teams/delta/unit-151/file-1,read
1126,svc-gamma-19,/teams/delta/unit-186/child/deep,list
1127,svc-alpha-2,/teams/beta/unit-173/file-4,list
1128,svc-delta-12,/teams/beta/unit-17/file-0,write
1129,svc-epsilon-10,/teams/alpha/unit-66/child/deep,write
1130,svc-beta-8,/teams/alpha/unit-125/file-3,write
1131,svc-delta-5,/teams/epsilon/unit-54/child/deep,write
1132,svc-delta-15,/teams/beta/unit-144/child/deep,list
1133,svc-epsilon-3,/teams/alpha/unit-155/file-6,list
1134,svc-alpha-0,/teams/epsilon/unit-166/file-3,read
1135,svc-alpha-8,/teams/delta/unit-128/file-0,list
1136,svc-alpha-19,/teams/alpha/unit-45/file-6,write
1137,svc-delta-13,/teams/beta/unit-162/child/deep,write
1138,svc-epsilon-10,/teams/beta/unit-104/file-6,read
1139,svc-beta-0,/teams/gamma/unit-175/file-6,list
1140,svc-alpha-2,/teams/delta/unit-33/file-0,list
1141,svc-epsilon-9,/teams/gamma/unit-139/file-3,write
1142,svc-alpha-13,/teams/delta/unit-175/file-4,read
1143,svc-alpha-18,/teams/gamma/unit-0/child/deep,read
1144,svc-beta-19,/teams/beta/unit-139/file-7,read
1145,svc-epsilon-7,/teams/alpha/unit-131/file-8,read
1146,svc-delta-19,/teams/delta/unit-153/file-8,list
1147,svc-epsilon-0,/teams/alpha/unit-163/file-1,read
1148,svc-delta-15,/teams/beta/unit-5/file-7,write
1149,svc-gamma-2,/teams/gamma/unit-6/child/deep,write
1150,svc-gamma-11,/teams/gamma/unit-160/file-6,list
1151,svc-gamma-12,/teams/beta/unit-13/file-2,read
1152,svc-gamma-19,/teams/gamma/unit-11/file-2,read
1153,svc-delta-1,/teams/beta/unit-196/file-4,write
1154,svc-alpha-19,/teams/delta/unit-13/file-7,read
1155,svc-delta-19,/teams/delta/unit-123/file-3,list
1156,svc-alpha-7,/teams/beta/unit-116/file-6,list
1157,svc-alpha-3,/teams/beta/unit-141/file-1,read
1158,svc-gamma-14,/teams/epsilon/unit-62/file-8,read
1159,svc-beta-6,/teams/epsilon/unit-127/file-0,write
1160,svc-beta-10,/teams/gamma/unit-114/child/deep,list
1161,svc-gamma-19,/teams/beta/unit-59/file-1,read
1162,svc-alpha-10,/teams/beta/unit-76/file-8,list
1163,svc-epsilon-9,/teams/beta/unit-75/file-4,write
1164,svc-gamma-19,/teams/beta/unit-57/file-7,read
1165,svc-alpha-2,/teams/alpha/unit-147/file-4,list
1166,svc-epsilon-7,/teams/beta/unit-70/file-1,read
1167,svc-epsilon-18,/teams/alpha/unit-54/child/deep,write
1168,svc-epsilon-16,/teams/epsilon/unit-104/file-1,read
1169,svc-epsilon-17,/teams/epsilon/unit-134/file-7,list
1170,svc-gamma-2,/teams/delta/unit-169/file-2,read
1171,svc-beta-5,/teams/beta/unit-39/file-3,list
1172,svc-epsilon-5,/teams/beta/unit-165/file-7,write
1173,svc-alpha-17,/teams/delta/unit-86/file-4,write
1174,svc-epsilon-13,/teams/beta/unit-36/child/deep,list
1175,svc-delta-18,/teams/delta/unit-139/file-1,list
1176,svc-beta-4,/teams/epsilon/unit-20/file-8,write
1177,svc-delta-9,/teams/delta/unit-199/file-8,write
1178,svc-epsilon-15,/teams/delta/unit-143/file-7,write
1179,svc-epsilon-18,/teams/beta/unit-166/file-1,list
1180,svc-delta-8,/teams/epsilon/unit-4/file-1,list
1181,svc-alpha-4,/teams/alpha/unit-160/file-4,read
1182,svc-gamma-3,/teams/epsilon/unit-1/file-7,write
1183,svc-delta-5,/teams/epsilon/unit-153/file-8,write
1184,svc-gamma-17,/teams/beta/unit-65/file-6,write
1185,svc-delta-2,/teams/epsilon/unit-56/file-5,write
1186,svc-gamma-19,/teams/gamma/unit-32/file-8,write
1187,svc-epsilon-1,/teams/alpha/unit-148/file-4,read
1188,svc-alpha-14,/teams/alpha/unit-191/file-0,list
1189,svc-epsilon-14,/teams/epsilon/unit-185/file-7,list
1190,svc-gamma-11,/teams/beta/unit-19/file-1,write
1191,svc-epsilon-14,/teams/alpha/unit-159/file-0,list
1192,svc-gamma-8,/teams/beta/unit-93/file-2,read
1193,svc-delta-14,/teams/alpha/unit-114/child/deep,write
1194,svc-gamma-9,/teams/beta/unit-61/file-6,read
1195,svc-beta-5,/teams/delta/unit-97/file-2,list
1196,svc-delta-19,/teams/gamma/unit-113/file-0,write
1197,svc-beta-18,/teams/alpha/unit-28/file-3,read
1198,svc-beta-14,/teams/delta/unit-18/child/deep,list
1199,svc-epsilon-13,/teams/epsilon/unit-95/file-4,read
1200,svc-beta-0,/teams/epsilon/unit-53/file-1,read
1201,svc-delta-3,/teams/beta/unit-170/file-4,list
1202,svc-alpha-9,/teams/alpha/unit-4/file-4,list
1203,svc-delta-8,/teams/gamma/unit-160/file-2,write
1204,svc-beta-13,/teams/gamma/unit-164/file-7,list
1205,svc-beta-4,/teams/epsilon/unit-53/file-4,list
1206,svc-epsilon-12,/teams/delta/unit-81/file-5,write
1207,svc-delta-19,/teams/delta/unit-46/file-6,read
1208,svc-epsilon-10,/teams/alpha/unit-180/child/deep,write
1209,svc-gamma-18,/teams/beta/unit-73/file-4,list
1210,svc-alpha-13,/teams/beta/unit-146/file-7,list
1211,svc-alpha-15,/teams/delta/unit-83/file-3,read
1212,svc-beta-10,/teams/beta/unit-187/file-5,read
1213,svc-gamma-7,/teams/beta/unit-74/file-7,list
1214,svc-alpha-15,/teams/beta/unit-76/file-3,read
1215,svc-delta-1,/teams/delta/unit-7/file-6,list
1216,svc-delta-15,/teams/alpha/unit-45/file-2,list
1217,svc-delta-19,/teams/delta/unit-40/file-5,list
1218,svc-epsilon-15,/teams/epsilon/unit-172/file-1,read
1219,svc-delta-12,/teams/delta/unit-107/file-8,list
1220,svc-alpha-3,/teams/alpha/unit-138/child/deep,list
1221,svc-delta-14,/teams/delta/unit-142/file-7,write
1222,svc-delta-8,/teams/delta/unit-71/file-4,list
1223,svc-epsilon-12,/teams/beta/unit-183/file-6,list
1224,svc-beta-14,/teams/beta/unit-177/file-4,read
1225,svc-epsilon-19,/teams/epsilon/unit-171/file-3,list
1226,svc-beta-5,/teams/alpha/unit-48/child/deep,write
1227,svc-gamma-1,/teams/alpha/unit-77/file-0,write
1228,svc-beta-8,/teams/gamma/unit-67/file-2,list
1229,svc-gamma-1,/teams/beta/unit-184/file-3,read
1230,svc-beta-0,/teams/epsilon/unit-81/file-1,read
1231,svc-epsilon-17,/teams/epsilon/unit-27/file-4,list
1232,svc-delta-14,/teams/beta/unit-74/file-1,write
1233,svc-beta-17,/teams/epsilon/unit-161/file-0,list
1234,svc-alpha-6,/teams/gamma/unit-170/file-0,list
1235,svc-alpha-8,/teams/epsilon/unit-117/file-4,write
1236,svc-alpha-16,/teams/alpha/unit-198/child/deep,list
1237,svc-alpha-18,/teams/gamma/unit-134/file-2,read
1238,svc-gamma-4,/teams/beta/unit-21/file-0,write
1239,svc-delta-16,/teams/gamma/unit-33/file-0,read
1240,svc-delta-4,/teams/epsilon/unit-50/file-5,read
1241,svc-epsilon-1,/teams/epsilon/unit-103/file-8,list
1242,svc-alpha-19,/teams/alpha/unit-155/file-1,write
1243,svc-gamma-16,/teams/gamma/unit-99/file-8,write
1244,svc-beta-0,/teams/gamma/unit-92/file-5,write
1245,svc-delta-5,/teams/gamma/unit-185/file-2,read
1246,svc-gamma-10,/teams/gamma/unit-2/file-8,write
1247,svc-delta-5,/teams/delta/unit-25/file-5,read
1248,svc-beta-18,/teams/beta/unit-98/file-5,list
1249,svc-alpha-1,/teams/alpha/unit-88/file-6,read
1250,svc-beta-17,/teams/alpha/unit-150/child/deep,read
1251,svc-delta-11,/teams/alpha/unit-111/file-2,read
1252,svc-gamma-7,/teams/epsilon/unit-11/file-5,write
1253,svc-alpha-12,/teams/beta/unit-173/file-7,write
1254,svc-epsilon-19,/teams/gamma/unit-154/file-0,list
1255,svc-epsilon-18,/teams/delta/unit-57/file-6,read
1256,svc-epsilon-18,/teams/delta/unit-62/file-6,write
1257,svc-alpha-3,/teams/epsilon/unit-118/file-8,list
1258,svc-epsilon-19,/teams/gamma/unit-159/file-8,read
1259,svc-gamma-13,/teams/epsilon/unit-152/file-7,write
1260,svc-epsilon-0,/teams/beta/unit-45/file-7,read
1261,svc-delta-7,/teams/gamma/unit-194/file-8,list
1262,svc-delta-6,/teams/beta/unit-33/file-4,read
1263,svc-beta-17,/teams/gamma/unit-181/file-5,list
1264,svc-alpha-11,/teams/alpha/unit-128/file-2,write
1265,svc-alpha-11,/teams/delta/unit-177/file-6,read
1266,svc-delta-2,/teams/gamma/unit-19/file-2,write
1267,svc-delta-17,/teams/delta/unit-37/file-3,read
1268,svc-alpha-4,/teams/alpha/unit-117/file-2,write
1269,svc-gamma-17,/teams/alpha/unit-191/file-7,list
1270,svc-alpha-3,/teams/delta/unit-183/file-0,read
1271,svc-delta-0,/teams/alpha/unit-13/file-6,list
1272,svc-beta-1,/teams/alpha/unit-83/file-1,list
1273,svc-delta-6,/teams/beta/unit-23/file-3,write
1274,svc-gamma-2,/teams/beta/unit-44/file-8,list
1275,svc-beta-12,/teams/delta/unit-12/child/deep,list
1276,svc-gamma-14,/teams/gamma/unit-79/file-0,write
1277,svc-alpha-19,/teams/gamma/unit-102/child/deep,read
1278,svc-beta-19,/teams/beta/unit-96/child/deep,list
1279,svc-beta-10,/teams/beta/unit-89/file-2,write
1280,svc-beta-10,/teams/alpha/unit-170/file-2,write
1281,svc-alpha-13,/teams/gamma/unit-64/file-4,read
1282,svc-beta-6,/teams/gamma/unit-66/child/deep,write
1283,svc-delta-15,/teams/delta/unit-177/file-1,list
1284,svc-epsilon-14,/teams/gamma/unit-142/file-1,read
1285,svc-epsilon-6,/teams/delta/unit-149/file-2,read
1286,svc-beta-19,/teams/delta/unit-148/file-2,write
1287,svc-gamma-3,/teams/beta/unit-67/file-2,list
1288,svc-beta-7,/teams/beta/unit-45/file-6,read
1289,svc-alpha-0,/teams/delta/unit-118/file-3,write
1290,svc-delta-4,/teams/alpha/unit-95/file-0,read
1291,svc-beta-8,/teams/beta/unit-175/file-0,read
1292,svc-gamma-7,/teams/delta/unit-127/file-0,read
1293,svc-delta-15,/teams/beta/unit-36/child/deep,read
1294,svc-delta-18,/teams/delta/unit-117/file-0,list
1295,svc-gamma-13,/teams/alpha/unit-183/file-3,write
1296,svc-delta-14,/teams/gamma/unit-11/file-7,list
1297,svc-epsilon-15,/teams/epsilon/unit-36/child/deep,read
1298,svc-delta-10,/teams/gamma/unit-25/file-3,read
1299,svc-alpha-15,/teams/epsilon/unit-101/file-1,list
1300,svc-beta-12,/teams/alpha/unit-70/file-7,read
1301,svc-alpha-17,/teams/beta/unit-84/child/deep,read
1302,svc-delta-10,/teams/delta/unit-111/file-6,list
1303,svc-beta-17,/teams/beta/unit-159/file-1,read
1304,svc-alpha-4,/teams/beta/unit-28/file-0,list
1305,svc-alpha-17,/teams/gamma/unit-27/file-2,write
1306,svc-epsilon-10,/teams/gamma/unit-65/file-0,read
1307,svc-beta-15,/teams/alpha/unit-63/file-3,list
1308,svc-alpha-3,/teams/epsilon/unit-197/file-1,read
1309,svc-alpha-9,/teams/delta/unit-98/file-6,write
1310,svc-beta-7,/teams/gamma/unit-96/child/deep,write
1311,svc-epsilon-13,/teams/delta/unit-5/file-4,list
1312,svc-gamma-3,/teams/epsilon/unit-106/file-2,read
1313,svc-alpha-5,/teams/gamma/unit-183/file-3,list
1314,svc-alpha-5,/teams/delta/unit-148/file-4,read
1315,svc-epsilon-3,/teams/beta/unit-34/file-1,write
1316,svc-gamma-10,/teams/gamma/unit-109/file-7,read
1317,svc-beta-11,/teams/alpha/unit-105/file-1,read
1318,svc-alpha-12,/teams/beta/unit-155/file-7,write
1319,svc-epsilon-19,/teams/epsilon/unit-172/file-3,list
1320,svc-delta-0,/teams/beta/unit-97/file-4,list
1321,svc-epsilon-13,/teams/delta/unit-153/file-2,read
1322,svc-epsilon-11,/teams/epsilon/unit-125/file-4,list
1323,svc-beta-0,/teams/alpha/unit-75/file-4,write
1324,svc-beta-2,/teams/alpha/unit-126/child/deep,read
1325,svc-delta-9,/teams/gamma/unit-180/child/deep,write
1326,svc-delta-0,/teams/alpha/unit-100/file-8,read
1327,svc-delta-5,/teams/beta/unit-27/file-2,list
1328,svc-delta-3,/teams/beta/unit-174/child/deep,list
1329,svc-epsilon-13,/teams/beta/unit-140/file-6,list
1330,svc-delta-3,/teams/epsilon/unit-122/file-2,list
1331,svc-delta-5,/teams/alpha/unit-41/file-7,write
1332,svc-beta-11,/teams/beta/unit-11/file-4,read
1333,svc-epsilon-12,/teams/beta/unit-197/file-3,list
1334,svc-epsilon-19,/teams/epsilon/unit-36/child/deep,write
1335,svc-beta-0,/teams/delta/unit-105/file-7,read
1336,svc-delta-4,/teams/alpha/unit-133/file-7,list
1337,svc-alpha-15,/teams/gamma/unit-196/file-4,list
1338,svc-gamma-2,/teams/beta/unit-194/file-8,list
1339,svc-gamma-19,/teams/gamma/unit-82/file-2,list
1340,svc-alpha-3,/teams/gamma/unit-186/child/deep,list
1341,svc-delta-2,/teams/gamma/unit-170/file-8,list
1342,svc-beta-11,/teams/epsilon/unit-12/child/deep,write
1343,svc-alpha-6,/teams/alpha/unit-99/file-7,list
1344,svc-epsilon-17,/teams/beta/unit-121/file-4,list
1345,svc-beta-2,/teams/beta/unit-8/file-8,write
1346,svc-epsilon-7,/teams/delta/unit-151/file-2,list
1347,svc-gamma-13,/teams/beta/unit-178/file-5,read
1348,svc-gamma-6,/teams/alpha/unit-65/file-0,read
1349,svc-gamma-0,/teams/gamma/unit-139/file-6,write
1350,svc-gamma-0,/teams/beta/unit-156/child/deep,read
1351,svc-epsilon-17,/teams/delta/unit-54/child/deep,list
1352,svc-beta-12,/teams/beta/unit-140/file-3,list
1353,svc-alpha-14,/teams/gamma/unit-76/file-6,read
1354,svc-alpha-19,/teams/beta/unit-107/file-6,write
1355,svc-beta-11,/teams/epsilon/unit-3/file-5,list
1356,svc-beta-3,/teams/gamma/unit-146/file-8,list
1357,svc-beta-4,/teams/delta/unit-199/file-7,list
1358,svc-alpha-6,/teams/delta/unit-103/file-6,read
1359,svc-epsilon-19,/teams/epsilon/unit-31/file-7,read
1360,svc-alpha-19,/teams/alpha/unit-139/file-8,read
1361,svc-epsilon-10,/teams/gamma/unit-32/file-6,list
1362,svc-epsilon-19,/teams/epsilon/unit-123/file-7,read
1363,svc-beta-8,/teams/alpha/unit-116/file-7,write
1364,svc-epsilon-1,/teams/alpha/unit-195/file-2,read
1365,svc-delta-7,/teams/delta/unit-125/file-1,write
1366,svc-gamma-7,/teams/beta/unit-118/file-7,list
1367,svc-epsilon-10,/teams/beta/unit-153/file-6,read
1368,svc-beta-2,/teams/alpha/unit-119/file-0,write
1369,svc-beta-13,/teams/gamma/unit-176/file-8,list
1370,svc-delta-17,/teams/beta/unit-185/file-8,read
1371,svc-delta-17,/teams/delta/unit-60/child/deep,list
1372,svc-epsilon-0,/teams/epsilon/unit-160/file-3,read
1373,svc-alpha-1,/teams/alpha/unit-59/file-0,write
1374,svc-gamma-9,/teams/gamma/unit-144/child/deep,list
1375,svc-epsilon-6,/teams/alpha/unit-60/child/deep,read
1376,svc-epsilon-0,/teams/epsilon/unit-18/child/deep,write
1377,svc-gamma-0,/teams/epsilon/unit-182/file-6,write
1378,svc-gamma-2,/teams/beta/unit-198/child/deep,read
1379,svc-beta-9,/teams/gamma/unit-155/file-6,write
1380,svc-delta-19,/teams/delta/unit-180/child/deep,read
1381,svc-gamma-11,/teams/delta/unit-88/file-6,write
1382,svc-epsilon-19,/teams/epsilon/unit-42/child/deep,write
1383,svc-alpha-9,/teams/epsilon/unit-64/file-0,write
1384,svc-epsilon-4,/teams/beta/unit-12/child/deep,read
1385,svc-gamma-18,/teams/beta/unit-119/file-1,read
1386,svc-gamma-7,/teams/delta/unit-7/file-3,write
1387,svc-alpha-14,/teams/epsilon/unit-117/file-0,read
1388,svc-gamma-9,/teams/gamma/unit-27/file-8,write
1389,svc-alpha-6,/teams/delta/unit-34/file-8,read
1390,svc-delta-8,/teams/delta/unit-119/file-0,list
1391,svc-alpha-13,/teams/epsilon/unit-183/file-8,list
1392,svc-gamma-12,/teams/epsilon/unit-142/file-6,write
1393,svc-alpha-3,/teams/beta/unit-155/file-5,read
1394,svc-epsilon-16,/teams/gamma/unit-118/file-5,list
1395,svc-gamma-5,/teams/epsilon/unit-83/file-7,read
1396,svc-gamma-19,/teams/epsilon/unit-139/file-6,list
1397,svc-gamma-19,/teams/gamma/unit-27/file-2,write
